FAILED	352419090036712	SM-G965F	GLB	2020-08-02 19:21:08.599017
FAILED	352419090036712	SM-G965F	GLB	2020-08-02 19:21:16.658787
FAILED	352419090036712	SM-G965F	GLB	2020-08-02 19:21:49.423480
PASSED	352419090036712	SM-G965F	GLB	2020-08-02 19:22:47.641722
PASSED	352419090036712	SM-G965F	GLB	2020-08-02 19:23:48.786321
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 20:37:21.917320
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 20:56:40.840709
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 20:58:15.438215
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 20:59:39.366126
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:00:09.371120
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:03:50.381248
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:04:33.483699
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:08:50.411804
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:09:42.999404
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:11:39.690528
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:12:50.077972
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:13:32.548000
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:14:43.080112
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:15:36.242380
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:18:13.140048
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:22:54.717201
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:25:09.786316
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:27:49.384057
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:28:49.223694
PASSED	359063090004859	SM-J260Y	GLB	2020-08-02 21:30:28.240060
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:32:21.218646
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:39:29.926332
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 21:40:11.873712
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 22:06:06.143416
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 22:21:24.657473
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 22:22:10.979511
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 22:24:10.610977
FAILED	352419090036712	SM-G965F	GLB	2020-08-02 22:24:50.148206
PASSED	352419090036712	SM-G965F	GLB	2020-08-02 22:25:10.767315
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 22:30:12.688838
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 22:31:10.456148
FAILED	359063090004859	SM-J260Y	GLB	2020-08-02 22:31:51.639502
FAILED			GLB	2020-08-02 22:32:06.306981
PASSED	359063090004859	SM-J260Y	GLB	2020-08-02 22:32:10.955419
PASSED	352419090036712	SM-G965F	GLB	2020-08-02 22:32:27.813905
